Time,atrium,kitchen,livingroom,toilet,bedroom
2345.0000,0,0,0,0,1
2346.0000,0,0,0,0,1
2347.0000,0,0,0,0,1
2348.0000,0,0,0,0,1
2349.0000,0,0,0,0,1
2350.0000,0,0,0,0,1
2351.0000,0,0,0,0,1
2352.0000,0,0,0,0,1
2353.0000,0,0,0,0,1
2354.0000,0,0,0,0,1
2355.0000,0,0,0,0,1
2356.0000,0,0,0,0,1
2357.0000,0,0,0,0,1
2358.0000,0,0,0,0,1
2359.0000,0,0,0,0,1
2360.0000,0,0,0,0,1
2361.0000,0,0,0,0,1
2362.0000,0,0,0,0,1
2363.0000,0,0,0,0,1
2364.0000,0,0,0,0,1
2365.0000,0,0,0,0,1
2366.0000,0,0,0,0,1
2367.0000,0,0,0,0,1
2368.0000,0,0,0,0,1
2369.0000,0,0,0,0,1
2370.0000,0,0,0,0,1
2371.0000,0,0,0,0,1
2372.0000,0,0,0,0,1
2373.0000,0,0,0,0,1
2374.0000,0,0,0,0,1
2375.0000,0,0,0,0,1
2376.0000,0,0,0,0,1
2377.0000,0,0,0,0,1
2378.0000,0,0,0,0,1
2379.0000,0,0,0,0,1
2380.0000,0,0,0,0,1
2381.0000,0,0,0,0,1
2382.0000,0,0,0,0,1
2383.0000,0,0,0,0,1
2384.0000,0,0,0,0,1
2385.0000,0,0,0,0,1
2386.0000,0,0,0,0,1
2387.0000,0,0,0,0,1
2388.0000,0,0,0,0,1
2389.0000,0,0,0,0,1
2390.0000,0,0,0,0,1
2391.0000,0,0,0,0,1
2392.0000,0,0,0,0,1
2393.0000,0,0,0,0,1
2394.0000,0,0,0,0,1
2395.0000,0,0,0,0,1
2396.0000,0,0,0,0,1
2397.0000,0,0,0,0,1
2398.0000,0,0,0,0,1
2399.0000,0,0,0,0,1
2400.0000,0,0,0,0,1
2401.0000,0,0,0,0,1
2402.0000,0,0,0,0,1
2403.0000,0,0,0,0,1
2404.0000,0,0,0,0,1
2405.0000,0,0,0,0,1
2406.0000,0,0,0,0,1
2407.0000,0,0,0,0,1
2408.0000,0,0,0,0,1
2409.0000,0,0,0,0,1
2410.0000,0,0,0,0,1
2411.0000,0,0,0,0,1
2412.0000,0,0,0,0,1
2413.0000,0,0,0,0,1
2414.0000,0,0,0,0,1
2415.0000,0,0,0,0,1
2416.0000,0,0,0,0,1
2417.0000,0,0,0,0,1
2418.0000,0,0,0,0,1
2419.0000,0,0,0,0,1
2420.0000,0,0,0,0,1
2421.0000,0,0,0,0,1
2422.0000,0,0,0,0,1
2423.0000,0,0,0,0,1
2424.0000,0,0,0,0,1
2425.0000,0,0,0,0,1
2426.0000,1,0,0,0,1
2427.0000,1,0,0,1,1
2428.0000,1,0,0,1,1
2429.0000,1,0,0,1,1
2430.0000,1,0,0,1,1
2431.0000,1,0,0,1,1
2432.0000,1,0,0,1,1
2433.0000,1,0,0,1,1
2434.0000,1,0,0,1,1
2435.0000,1,0,0,1,1
2436.0000,1,0,0,1,1
2437.0000,1,0,0,1,1
2438.0000,1,0,0,1,1
2439.0000,1,0,0,1,1
2440.0000,1,0,0,1,0
2441.0000,1,0,0,1,0
2442.0000,1,0,0,1,0
2443.0000,1,0,0,1,0
2444.0000,1,0,0,1,0
2445.0000,1,0,0,1,0
2446.0000,1,0,0,1,0
2447.0000,1,0,0,1,0
2448.0000,1,0,0,1,0
2449.0000,1,0,0,1,0
2450.0000,1,0,0,1,0
2451.0000,1,0,0,1,0
2452.0000,1,0,0,1,0
2453.0000,1,0,0,1,0
2454.0000,1,0,0,1,0
2455.0000,1,0,0,1,0
2456.0000,1,0,0,1,0
2457.0000,1,0,0,1,0
2458.0000,1,0,0,1,0
2459.0000,1,0,0,1,0
2460.0000,1,0,0,1,0
2461.0000,1,0,0,1,0
2462.0000,1,0,0,1,0
2463.0000,1,0,0,1,0
2464.0000,1,0,0,1,0
2465.0000,1,0,0,1,0
2466.0000,1,0,0,1,0
2467.0000,1,0,0,1,0
2468.0000,1,0,0,1,0
2469.0000,1,0,0,1,0
2470.0000,1,0,0,1,0
2471.0000,1,0,0,1,0
2472.0000,1,0,0,1,0
2473.0000,1,0,0,1,0
2474.0000,1,0,0,1,0
2475.0000,1,0,0,1,0
2476.0000,1,0,0,1,0
2477.0000,1,0,0,1,0
2478.0000,1,0,0,1,0
2479.0000,1,0,0,1,0
2480.0000,1,0,0,1,0
2481.0000,1,0,0,1,0
2482.0000,1,0,0,1,0
2483.0000,1,0,0,1,0
2484.0000,1,0,0,1,0
2485.0000,1,0,0,1,0
2486.0000,1,0,0,1,0
2487.0000,1,0,0,1,0
2488.0000,1,0,0,1,0
2489.0000,1,0,0,1,0
2490.0000,1,0,0,1,0
2491.0000,1,0,0,1,0
2492.0000,1,0,0,1,0
2493.0000,1,1,0,1,0
2494.0000,1,1,0,1,0
2495.0000,1,1,0,1,1
2496.0000,1,1,0,1,1
2497.0000,1,1,0,1,1
2498.0000,1,1,0,1,1
2499.0000,1,1,0,1,1
2500.0000,1,1,0,1,1
2501.0000,1,1,0,1,1
2502.0000,1,1,0,1,1
2503.0000,1,1,0,1,1
2504.0000,1,1,0,1,1
2505.0000,1,1,0,1,1
2506.0000,1,1,0,1,1
2507.0000,1,1,0,1,1
2508.0000,1,1,0,1,1
2509.0000,1,1,0,1,1
2510.0000,1,1,0,1,1
2511.0000,1,1,0,1,1
2512.0000,1,1,0,1,1
2513.0000,1,1,0,1,1
2514.0000,1,1,0,1,1
2515.0000,1,1,0,1,1
2516.0000,1,1,0,1,1
2517.0000,1,1,0,1,1
2518.0000,1,1,0,1,1
2519.0000,1,1,0,1,1
2520.0000,1,1,0,1,1
2521.0000,1,1,0,1,1
2522.0000,1,1,0,1,1
2523.0000,1,1,0,1,1
2524.0000,1,1,0,1,1
2525.0000,1,1,0,1,1
2526.0000,1,1,0,1,1
2527.0000,1,1,0,1,1
2528.0000,1,1,0,1,1
2529.0000,1,1,0,1,1
2530.0000,1,1,0,1,1
2531.0000,1,1,0,1,1
2532.0000,1,1,0,1,1
2533.0000,1,1,0,1,1
2534.0000,1,1,0,1,1
2535.0000,1,1,0,1,1
2536.0000,1,1,0,1,1
2537.0000,1,1,0,1,1
2538.0000,1,1,0,1,1
2539.0000,1,1,0,1,1
2540.0000,1,1,0,1,1
2541.0000,1,1,0,1,1
2542.0000,1,1,0,1,1
2543.0000,1,1,0,1,1
2544.0000,1,1,0,1,1
2545.0000,1,1,0,1,1
2546.0000,1,1,0,1,1
2547.0000,1,1,0,1,1
2548.0000,1,1,0,1,1
2549.0000,1,1,0,1,1
2550.0000,1,1,0,1,1
2551.0000,1,1,0,1,1
2552.0000,1,1,0,1,1
2553.0000,1,1,0,1,1
2554.0000,1,1,0,1,1
2555.0000,1,1,0,1,1
2556.0000,1,1,0,1,1
2557.0000,1,1,0,1,1
2558.0000,1,1,0,1,1
2559.0000,1,1,0,1,1
2560.0000,1,1,0,1,1
2561.0000,1,1,0,1,1
2562.0000,1,1,0,1,1
2563.0000,1,1,0,1,1
2564.0000,1,1,0,1,1
2565.0000,1,1,0,1,1
2566.0000,1,1,0,1,1
2567.0000,1,1,0,1,1
2568.0000,1,1,0,1,1
2569.0000,1,1,0,1,1
2570.0000,1,1,0,1,1
2571.0000,1,1,0,1,1
2572.0000,1,1,0,1,1
2573.0000,1,1,0,1,1
2574.0000,1,1,0,1,1
2575.0000,1,1,0,1,1
2576.0000,1,1,0,1,1
2577.0000,1,1,0,1,1
2578.0000,1,1,0,1,1
2579.0000,1,1,0,1,1
2580.0000,1,1,0,1,1
2581.0000,1,1,0,1,1
2582.0000,1,1,0,1,1
2583.0000,1,1,0,1,1
2584.0000,1,1,0,1,1
2585.0000,1,1,0,1,1
2586.0000,1,1,0,1,1
2587.0000,1,1,0,1,1
2588.0000,1,1,0,1,1
2589.0000,1,1,0,1,1
2590.0000,1,1,0,1,1
2591.0000,1,1,0,1,1
2592.0000,1,1,0,1,1
2593.0000,1,1,0,1,1
2594.0000,1,1,0,1,1
2595.0000,1,1,0,1,1
2596.0000,1,1,0,1,1
2597.0000,1,1,0,1,1
2598.0000,1,1,0,1,1
2599.0000,1,1,0,1,1
2600.0000,1,1,0,1,1
2601.0000,1,1,0,1,1
2602.0000,1,1,0,1,1
2603.0000,1,1,0,1,1
2604.0000,1,1,0,1,1
2605.0000,1,1,0,1,1
2606.0000,1,1,0,1,1
2607.0000,1,1,0,1,1
2608.0000,1,1,0,0,1
2609.0000,1,1,0,0,1
2610.0000,1,1,0,0,1
2611.0000,1,1,0,0,1
2612.0000,1,1,0,0,1
2613.0000,1,1,0,0,1
2614.0000,1,1,0,0,1
2615.0000,1,1,0,0,1
2616.0000,1,1,0,0,1
2617.0000,1,1,0,0,1
2618.0000,1,1,0,0,1
2619.0000,1,1,0,0,1
2620.0000,1,1,0,0,1
2621.0000,1,1,0,0,1
2622.0000,1,1,0,0,1
2623.0000,1,1,0,0,1
2624.0000,1,1,0,0,1
2625.0000,1,1,0,0,1
2626.0000,1,1,0,0,1
2627.0000,1,1,0,0,1
2628.0000,1,1,0,0,1
2629.0000,1,1,0,0,1
2630.0000,1,1,0,0,1
2631.0000,1,1,0,0,1
2632.0000,1,1,0,0,1
2633.0000,1,1,0,0,1
2634.0000,1,1,0,0,1
2635.0000,1,1,0,0,1
2636.0000,1,1,0,0,1
2637.0000,1,1,0,0,1
2638.0000,1,1,0,0,1
2639.0000,1,1,0,0,1
2640.0000,1,1,0,0,1
2641.0000,1,1,0,0,1
2642.0000,1,1,0,0,1
2643.0000,1,1,0,0,1
2644.0000,1,1,0,0,1
2645.0000,1,1,0,0,1
2646.0000,1,1,0,0,1
2647.0000,1,1,0,0,1
2648.0000,1,1,0,0,1
2649.0000,1,1,0,0,1
2650.0000,1,1,0,0,1
2651.0000,1,1,0,0,1
2652.0000,1,1,0,0,1
2653.0000,1,1,0,0,1
2654.0000,1,1,0,0,1
2655.0000,1,1,0,0,1
2656.0000,1,1,0,0,1
2657.0000,1,1,0,0,1
2658.0000,1,1,0,0,1
2659.0000,1,1,0,0,1
2660.0000,1,1,0,0,1
2661.0000,1,1,0,0,1
2662.0000,1,1,0,0,1
2663.0000,1,1,0,0,1
2664.0000,1,1,0,0,1
2665.0000,1,1,0,0,1
2666.0000,1,1,0,0,1
2667.0000,1,1,0,0,1
2668.0000,1,1,0,0,1
2669.0000,1,1,0,0,1
2670.0000,1,1,0,0,1
2671.0000,1,1,0,0,1
2672.0000,1,1,0,0,1
2673.0000,1,1,0,0,1
2674.0000,1,0,0,0,1
2675.0000,1,0,0,0,1
2676.0000,1,0,0,0,0
2677.0000,1,0,0,0,0
2678.0000,1,0,0,0,0
2679.0000,1,0,0,0,0
2680.0000,1,0,0,0,0
2681.0000,1,0,0,0,0
2682.0000,1,0,0,0,0
2683.0000,1,0,0,0,0
2684.0000,1,0,0,0,0
2685.0000,1,0,0,0,0
2686.0000,1,0,0,0,0
2687.0000,1,0,0,0,0
2688.0000,1,0,0,0,0
2689.0000,1,0,0,0,0
2690.0000,1,0,0,0,0
2691.0000,1,0,0,0,0
2692.0000,1,0,0,0,0
2693.0000,1,0,0,0,0
2694.0000,1,0,0,0,0
2695.0000,1,0,0,0,0
2696.0000,1,0,0,0,0
2697.0000,1,0,0,0,0
2698.0000,1,0,0,0,0
2699.0000,1,0,0,0,0
2700.0000,1,0,0,0,0
2701.0000,1,0,0,0,0
2702.0000,1,0,0,0,0
2703.0000,1,0,0,0,0
2704.0000,1,0,0,0,0
2705.0000,1,0,0,0,0
2706.0000,1,0,0,0,0
2707.0000,1,0,0,0,0
2708.0000,1,0,0,0,0
2709.0000,1,0,0,0,0
2710.0000,1,0,0,0,0
2711.0000,1,0,0,0,0
2712.0000,1,0,0,0,0
2713.0000,1,0,0,0,0
2714.0000,1,0,0,0,0
2715.0000,1,0,0,0,0
2716.0000,1,0,0,0,0
2717.0000,1,0,0,0,0
2718.0000,1,0,0,0,0
2719.0000,1,0,0,0,0
2720.0000,1,0,0,0,0
2721.0000,1,0,0,0,0
2722.0000,1,0,0,0,0
2723.0000,1,0,0,0,0
2724.0000,1,0,0,0,0
2725.0000,1,0,0,0,0
2726.0000,1,0,0,0,0
2727.0000,1,0,0,0,0
2728.0000,1,0,0,0,0
2729.0000,1,0,0,0,0
2730.0000,1,0,0,0,0
2731.0000,1,0,0,0,0
2732.0000,1,0,0,0,0
2733.0000,1,0,0,0,0
2734.0000,1,0,0,0,0
2735.0000,1,0,0,0,0
2736.0000,1,0,0,0,0
2737.0000,1,0,0,0,0
2738.0000,1,0,0,0,0
2739.0000,1,0,0,0,0
2740.0000,1,0,0,0,0
2741.0000,1,0,0,0,0
2742.0000,1,0,0,0,0
2743.0000,1,0,0,0,0
2744.0000,1,0,0,0,0
2745.0000,1,0,0,0,0
2746.0000,1,0,0,0,0
2747.0000,1,0,0,0,0
2748.0000,1,0,0,0,0
2749.0000,1,0,0,0,0
2750.0000,1,0,0,0,0
2751.0000,1,0,0,0,0
2752.0000,1,0,0,0,0
2753.0000,1,0,0,0,0
2754.0000,1,0,0,0,0
2755.0000,1,0,0,0,0
2756.0000,1,0,0,0,0
2757.0000,1,0,0,0,0
2758.0000,1,0,0,0,0
2759.0000,1,0,0,0,0
2760.0000,1,0,0,0,0
2761.0000,1,0,0,0,0
2762.0000,1,0,0,0,0
2763.0000,1,0,0,0,0
2764.0000,1,0,0,0,0
2765.0000,1,0,0,0,0
2766.0000,1,0,0,0,0
2767.0000,1,0,0,0,0
2768.0000,1,0,0,0,0
2769.0000,1,0,0,0,0
2770.0000,1,0,0,0,0
2771.0000,1,0,0,0,0
2772.0000,1,0,0,0,0
2773.0000,1,0,0,0,0
2774.0000,1,0,0,0,0
2775.0000,1,0,0,0,0
2776.0000,1,0,0,0,0
2777.0000,1,0,0,0,0
2778.0000,1,0,0,0,0
2779.0000,1,0,0,0,0
2780.0000,1,0,0,0,0
2781.0000,1,0,0,0,0
2782.0000,1,0,0,0,0
2783.0000,1,0,0,0,0
2784.0000,1,0,0,0,0
2785.0000,1,0,0,0,0
2786.0000,1,0,0,0,0
2787.0000,1,0,0,0,0
2788.0000,1,0,0,0,0
2789.0000,1,0,0,0,0
2790.0000,1,0,0,0,0
2791.0000,1,0,0,0,0
2792.0000,1,0,0,0,0
2793.0000,1,0,0,0,0
2794.0000,1,0,0,0,0
2795.0000,1,0,0,0,0
2796.0000,1,0,0,0,0
2797.0000,1,0,0,0,0
2798.0000,1,0,0,0,0
2799.0000,1,0,0,0,0
2800.0000,1,0,0,0,0
2801.0000,1,0,0,0,0
2802.0000,1,0,0,0,0
2803.0000,1,0,0,0,0
2804.0000,1,0,0,0,0
2805.0000,1,0,0,0,0
2806.0000,1,0,0,0,0
2807.0000,1,0,0,0,0
2808.0000,1,0,0,0,0
2809.0000,1,0,0,0,0
2810.0000,1,0,0,0,0
2811.0000,1,0,0,0,0
2812.0000,1,0,0,0,0
2813.0000,1,0,0,0,0
2814.0000,1,0,0,0,0
2815.0000,1,0,0,0,0
2816.0000,1,0,0,0,0
2817.0000,1,0,0,0,0
2818.0000,1,0,0,0,0
2819.0000,1,0,0,0,0
2820.0000,1,0,0,0,0
2821.0000,1,0,0,0,0
2822.0000,1,0,0,0,0
2823.0000,1,0,0,0,0
2824.0000,1,0,0,0,1
2825.0000,1,0,0,0,1
2826.0000,1,0,0,0,1
2827.0000,1,0,0,0,1
2828.0000,1,0,0,0,1
2829.0000,1,0,0,0,1
2830.0000,1,0,0,0,1
2831.0000,1,0,0,0,1
2832.0000,1,0,0,0,1
2833.0000,1,0,0,0,1
2834.0000,1,0,0,0,1
2835.0000,1,0,0,0,1
2836.0000,1,0,0,0,1
2837.0000,1,0,0,0,1
2838.0000,1,0,0,0,1
2839.0000,1,0,0,0,1
2840.0000,1,0,0,0,1
2841.0000,1,0,0,0,1
2842.0000,1,0,0,0,1
2843.0000,1,0,0,0,1
2844.0000,1,0,0,1,1
2845.0000,1,0,0,1,1
2846.0000,1,0,0,1,1
2847.0000,1,0,0,1,1
2848.0000,1,0,0,1,1
2849.0000,1,0,0,1,1
2850.0000,1,0,0,1,1
2851.0000,1,0,0,1,1
2852.0000,1,0,0,1,1
2853.0000,1,0,0,1,1
2854.0000,1,0,0,1,1
2855.0000,1,0,0,1,1
2856.0000,1,0,0,1,1
2857.0000,1,0,0,1,1
2858.0000,1,0,0,1,1
2859.0000,1,0,0,1,1
2860.0000,1,0,0,1,1
2861.0000,1,0,0,1,1
2862.0000,1,0,0,1,1
2863.0000,1,0,0,1,1
2864.0000,1,0,0,1,1
2865.0000,1,0,0,1,1
2866.0000,1,0,0,1,1
2867.0000,1,0,0,1,1
2868.0000,1,0,0,1,1
2869.0000,1,0,0,1,1
2870.0000,1,0,0,1,1
2871.0000,1,0,0,1,1
2872.0000,1,0,0,1,1
2873.0000,1,0,0,1,1
2874.0000,1,0,0,1,1
2875.0000,1,0,0,1,1
2876.0000,1,0,0,1,1
2877.0000,1,0,0,1,1
2878.0000,1,0,0,1,1
2879.0000,1,0,0,1,1
2880.0000,1,0,0,1,1
2881.0000,1,0,0,1,1
2882.0000,1,0,0,1,1
2883.0000,1,0,0,1,1
2884.0000,1,0,0,1,1
2885.0000,1,0,0,1,1
2886.0000,1,0,0,1,1
2887.0000,1,0,0,1,1
2888.0000,1,0,0,1,1
2889.0000,1,0,0,1,1
2890.0000,1,0,0,1,1
2891.0000,1,0,0,1,1
2892.0000,1,0,0,1,1
2893.0000,1,0,0,1,1
2894.0000,1,0,0,1,1
2895.0000,1,0,0,1,1
2896.0000,1,0,0,1,1
2897.0000,1,0,0,1,1
2898.0000,1,0,0,1,1
2899.0000,1,0,0,1,1
2900.0000,1,0,0,1,1
2901.0000,1,0,0,1,1
2902.0000,1,0,0,1,1
2903.0000,1,0,0,1,1
2904.0000,1,0,0,1,1
2905.0000,1,0,0,1,1
2906.0000,1,0,0,1,1
2907.0000,1,0,0,1,1
2908.0000,1,0,0,1,1
2909.0000,1,0,0,1,1
2910.0000,1,0,0,1,1
2911.0000,1,0,0,1,1
2912.0000,1,0,0,1,1
2913.0000,1,0,0,1,1
2914.0000,1,0,0,1,1
2915.0000,1,0,0,1,1
2916.0000,1,0,0,1,1
2917.0000,1,0,0,1,1
2918.0000,1,0,0,1,1
2919.0000,1,0,0,1,1
2920.0000,1,0,0,1,1
2921.0000,1,0,0,1,1
2922.0000,1,0,0,1,1
2923.0000,1,0,0,1,1
2924.0000,1,0,0,1,1
2925.0000,1,0,0,1,1
2926.0000,1,0,0,1,1
2927.0000,1,0,0,1,1
2928.0000,1,0,0,1,1
2929.0000,1,0,0,1,1
2930.0000,1,0,0,1,1
2931.0000,1,0,0,1,1
2932.0000,1,0,0,1,1
2933.0000,1,0,0,1,1
2934.0000,1,0,0,1,1
2935.0000,1,0,0,1,1
2936.0000,1,0,0,1,1
2937.0000,1,0,0,1,1
2938.0000,1,0,0,1,1
2939.0000,1,0,0,1,1
2940.0000,1,0,0,1,1
2941.0000,1,0,0,1,1
2942.0000,1,0,0,1,1
2943.0000,1,0,0,1,1
2944.0000,1,0,0,1,1
2945.0000,1,0,0,1,1
2946.0000,1,0,0,1,1
2947.0000,1,0,0,1,1
2948.0000,1,0,0,1,1
2949.0000,1,0,0,1,1
2950.0000,1,0,0,1,1
2951.0000,1,0,0,1,1
2952.0000,1,0,0,1,1
2953.0000,1,0,0,1,1
2954.0000,1,0,0,1,1
2955.0000,1,0,0,1,1
2956.0000,1,0,0,1,1
2957.0000,1,0,0,1,1
2958.0000,1,0,0,1,1
2959.0000,1,0,0,1,1
2960.0000,1,0,0,1,1
2961.0000,1,0,0,1,1
2962.0000,1,0,0,1,1
2963.0000,1,0,0,1,1
2964.0000,1,0,0,1,1
2965.0000,1,0,0,1,1
2966.0000,1,0,0,1,1
2967.0000,0,0,0,1,1
2968.0000,0,0,0,1,1
2969.0000,0,0,0,1,1
2970.0000,0,0,0,1,1
2971.0000,0,0,0,1,1
2972.0000,0,0,0,1,1
2973.0000,0,0,0,1,1
2974.0000,0,0,0,1,1
2975.0000,0,0,0,1,1
2976.0000,0,0,0,1,1
2977.0000,0,0,0,1,1
2978.0000,0,0,0,1,1
2979.0000,0,0,0,1,1
2980.0000,0,0,0,1,1
2981.0000,0,0,0,1,1
2982.0000,0,0,0,1,1
2983.0000,0,0,0,1,1
2984.0000,0,0,0,1,1
2985.0000,0,0,0,1,1
2986.0000,0,0,0,1,1
2987.0000,0,0,0,1,1
2988.0000,0,0,0,1,1
2989.0000,0,0,0,1,1
2990.0000,0,0,0,1,1
2991.0000,0,0,0,1,1
2992.0000,0,0,0,1,1
2993.0000,0,0,0,1,1
2994.0000,0,0,0,1,1
2995.0000,0,0,0,1,1
2996.0000,0,0,0,1,1
2997.0000,0,0,0,1,1
2998.0000,0,0,0,1,1
2999.0000,0,0,0,1,1
3000.0000,0,0,0,1,1
3001.0000,0,0,0,1,1
3002.0000,0,0,0,1,1
3003.0000,0,0,0,1,1
3004.0000,0,0,0,1,1
3005.0000,0,0,0,1,0
3006.0000,0,0,0,1,0
3007.0000,0,0,0,1,0
3008.0000,0,0,0,1,0
3009.0000,0,0,0,1,0
3010.0000,0,0,0,1,0
3011.0000,0,0,0,1,0
3012.0000,0,0,0,1,0
3013.0000,0,0,0,1,0
3014.0000,0,0,0,1,0
3015.0000,0,0,0,1,0
3016.0000,0,0,0,1,0
3017.0000,0,0,0,1,0
3018.0000,0,0,0,1,0
3019.0000,0,0,0,1,0
3020.0000,0,0,0,1,0
3021.0000,0,0,0,1,0
3022.0000,0,0,0,1,0
3023.0000,0,0,0,1,0
3024.0000,0,0,0,1,0
3025.0000,0,0,0,1,0
3026.0000,0,0,0,1,0
3027.0000,0,0,0,1,0
3028.0000,0,0,0,1,0
3029.0000,0,0,0,1,0
3030.0000,0,0,0,1,0
3031.0000,0,0,0,1,0
3032.0000,0,0,0,1,0
3033.0000,0,0,0,1,0
3034.0000,0,0,0,1,0
3035.0000,0,0,0,1,0
3036.0000,0,0,0,1,0
3037.0000,0,0,0,1,0
3038.0000,0,0,0,1,0
3039.0000,0,0,0,1,0
3040.0000,0,0,0,1,0
3041.0000,0,0,0,1,0
3042.0000,0,0,0,1,0
3043.0000,0,0,0,1,0
3044.0000,0,0,0,1,0
3045.0000,0,0,0,1,0
3046.0000,0,0,0,1,0
3047.0000,0,0,0,1,0
3048.0000,0,0,0,1,0
3049.0000,0,0,0,1,0
3050.0000,0,0,0,1,0
3051.0000,0,0,0,1,0
3052.0000,0,0,0,1,0
3053.0000,0,0,0,1,0
3054.0000,0,0,0,1,0
3055.0000,0,0,0,1,0
3056.0000,0,0,0,1,0
3057.0000,0,0,0,1,0
3058.0000,0,0,0,1,0
3059.0000,0,0,0,1,0
3060.0000,0,0,0,1,0
3061.0000,0,0,0,1,0
3062.0000,0,0,0,1,0
3063.0000,0,0,0,1,0
3064.0000,0,0,0,1,0
3065.0000,0,0,0,1,0
3066.0000,0,0,0,1,0
3067.0000,0,0,0,1,0
3068.0000,0,0,0,1,0
3069.0000,0,0,0,1,0
3070.0000,0,0,0,1,0
3071.0000,0,0,0,1,0
3072.0000,0,0,0,1,0
3073.0000,0,0,0,1,0
3074.0000,0,0,0,1,0
3075.0000,0,0,0,1,0
3076.0000,0,0,0,1,0
3077.0000,0,0,0,1,0
3078.0000,0,0,0,1,0
3079.0000,0,0,0,1,0
3080.0000,0,0,0,1,0
3081.0000,0,0,0,1,0
3082.0000,0,0,0,1,0
3083.0000,0,0,0,1,0
3084.0000,0,0,0,1,0
3085.0000,0,0,0,1,0
3086.0000,0,0,0,1,0
3087.0000,0,0,0,1,0
3088.0000,0,0,0,1,0
3089.0000,0,0,0,1,0
3090.0000,0,0,0,1,0
3091.0000,0,0,0,1,0
3092.0000,0,0,0,1,0
3093.0000,0,0,0,1,0
3094.0000,0,0,0,1,0
3095.0000,0,0,0,1,0
3096.0000,0,0,0,1,0
3097.0000,0,0,0,1,0
3098.0000,0,0,0,1,0
3099.0000,0,0,0,1,0
3100.0000,0,0,0,1,0
3101.0000,0,0,0,1,0
3102.0000,0,0,0,1,0
3103.0000,0,0,0,1,0
3104.0000,0,0,0,1,0
3105.0000,0,0,0,1,0
3106.0000,0,0,0,1,0
3107.0000,0,0,0,1,0
3108.0000,0,0,0,1,0
3109.0000,0,0,0,1,0
3110.0000,0,0,0,1,0
3111.0000,0,0,0,1,0
3112.0000,0,0,0,1,0
3113.0000,0,0,0,1,0
3114.0000,0,0,0,1,0
3115.0000,0,0,0,1,0
3116.0000,0,0,0,1,0
3117.0000,0,0,0,1,0
3118.0000,0,0,0,1,0
3119.0000,0,0,0,1,0
3120.0000,0,0,0,1,0
3121.0000,0,0,0,1,0
3122.0000,0,0,0,1,0
3123.0000,0,0,0,1,0
3124.0000,0,0,0,1,0
3125.0000,0,0,0,1,0
3126.0000,0,0,0,1,0
3127.0000,0,0,0,1,0
3128.0000,0,0,0,1,0
3129.0000,0,0,0,1,0
3130.0000,0,0,0,1,0
3131.0000,0,0,0,1,0
3132.0000,0,0,0,1,0
3133.0000,0,0,0,1,0
3134.0000,0,0,0,1,0
3135.0000,0,0,0,1,0
3136.0000,0,0,0,1,0
3137.0000,0,0,0,1,0
3138.0000,0,0,0,1,0
3139.0000,0,0,0,1,0
3140.0000,0,0,0,1,0
3141.0000,0,0,0,1,0
3142.0000,0,0,0,1,0
3143.0000,0,0,0,1,0
3144.0000,0,0,0,1,0
3145.0000,0,0,0,1,0
3146.0000,0,0,0,1,0
3147.0000,0,0,0,1,0
3148.0000,0,0,0,1,0
3149.0000,0,0,0,1,0
3150.0000,0,0,0,1,0
3151.0000,0,0,0,1,0
3152.0000,0,0,0,1,0
3153.0000,0,0,0,1,0
3154.0000,0,0,0,1,0
3155.0000,0,0,0,1,0
3156.0000,0,0,0,1,0
3157.0000,0,0,0,1,0
3158.0000,0,0,0,1,0
3159.0000,0,0,0,1,0
3160.0000,0,0,0,1,0
3161.0000,0,0,0,1,0
3162.0000,0,0,0,1,0
3163.0000,0,0,0,1,0
3164.0000,0,0,0,1,0
3165.0000,0,0,0,1,0
3166.0000,0,0,0,1,0
3167.0000,0,0,0,1,0
3168.0000,0,0,0,1,0
3169.0000,0,0,0,1,0
3170.0000,0,0,0,1,0
3171.0000,0,0,0,1,0
3172.0000,0,0,0,1,0
3173.0000,0,0,0,1,0
3174.0000,0,0,0,1,0
3175.0000,0,0,0,1,0
3176.0000,0,0,0,1,0
3177.0000,0,0,0,1,0
3178.0000,0,0,0,1,0
3179.0000,0,0,0,1,0
3180.0000,0,0,0,1,0
3181.0000,0,0,0,1,0
3182.0000,0,0,0,1,0
3183.0000,0,0,0,1,0
3184.0000,0,0,0,1,0
3185.0000,0,0,0,1,0
3186.0000,0,0,0,1,0
3187.0000,0,0,0,1,0
3188.0000,0,0,0,1,0
3189.0000,0,0,0,1,0
3190.0000,0,0,0,1,0
3191.0000,0,0,0,1,0
3192.0000,0,0,0,1,0
3193.0000,0,0,0,1,0
3194.0000,0,0,0,1,0
3195.0000,0,0,0,1,0
3196.0000,0,0,0,1,0
3197.0000,0,0,0,1,0
3198.0000,0,0,0,1,0
3199.0000,0,0,0,1,0
3200.0000,0,0,0,1,0
3201.0000,0,0,0,1,0
3202.0000,0,0,0,1,0
3203.0000,0,0,0,1,0
3204.0000,0,0,0,1,0
3205.0000,0,0,0,1,0
3206.0000,0,0,0,1,0
3207.0000,0,0,0,1,0
3208.0000,0,0,0,1,0
3209.0000,0,0,0,1,0
3210.0000,0,0,0,1,0
3211.0000,0,0,0,1,0
3212.0000,0,0,0,1,0
3213.0000,0,0,0,1,0
3214.0000,0,0,0,1,0
3215.0000,0,0,0,1,0
3216.0000,0,0,0,1,0
3217.0000,0,0,0,1,0
